partner_id	site_code	display_name	partner_branch_code	branch_name	delivery_type	address_line_1	address_line_2	sub_district	district	province	postal_code	delivery_zone	acceptable_vehicles	google_maps_url	is_active
1	DS-C0001-0032	Makro สาขาสมุทรปราการ	M156	สาขาสมุทรปราการ	direct_to_store	แม็คโคร สมุทรปราการ	ถนนศรีนครินทร์	บางเมือง	เมือง	สมุทรปราการ	10270	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+สมุทรปราการ	TRUE
1	DS-C0001-0033	Makro สาขาบ่อวิน	M131	สาขาบ่อวิน	direct_to_store	แม็คโคร บ่อวิน	ทางหลวง 331	บ่อวิน	ศรีราชา	ชลบุรี	20230	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+บ่อวิน	TRUE
1	DS-C0001-0034	Makro สาขาลำลูกกา	M141	สาขาลำลูกกา	direct_to_store	แม็คโคร ลำลูกกา	ถนนลำลูกกา	คูคต	ลำลูกกา	ปทุมธานี	12130	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ลำลูกกา	TRUE
1	DS-C0001-0035	Makro สาขาชิโนพาร์ค	M351	สาขาชิโนพาร์ค	direct_to_store	แม็คโคร ชิโนพาร์ค	นิคมอุตสาหกรรม	คลองตำหรุ	เมือง	ชลบุรี	20000	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ชิโนพาร์ค	TRUE
1	DS-C0001-0036	Makro สาขาปราจีนบุรี	M154	สาขาปราจีนบุรี	direct_to_store	แม็คโคร ปราจีนบุรี	ถนนสุวรรณศร	หน้าเมือง	เมือง	ปราจีนบุรี	25000	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ปราจีนบุรี	TRUE
1	DS-C0001-0037	Makro สาขาสัตหีบ	M132	สาขาสัตหีบ	direct_to_store	แม็คโคร สัตหีบ	ถนนสุขุมวิท	พลูตาหลวง	สัตหีบ	ชลบุรี	20180	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+สัตหีบ	TRUE
1	DS-C0001-0038	Makro สาขากระบี่	M035	สาขากระบี่	direct_to_store	แม็คโคร กระบี่	ถนนเพชรเกษม	กระบี่ใหญ่	เมือง	กระบี่	81000	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+กระบี่	TRUE
1	DS-C0001-0039	Makro สาขาเกาะสมุย	M031	สาขาเกาะสมุย	direct_to_store	แม็คโคร เกาะสมุย	ถนนรอบเกาะ	บ่อผุด	เกาะสมุย	สุราษฎร์ธานี	84320	ภาคใต้ (เกาะ)	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+เกาะสมุย	TRUE
1	DS-C0001-0040	Makro สาขาสุขสวัสดิ์	M127	สาขาสุขสวัสดิ์	direct_to_store	แม็คโคร สุขสวัสดิ์	ถนนสุขสวัสดิ์	บางปะกอก	ราษฎร์บูรณะ	กรุงเทพมหานคร	10140	ภาคกลาง	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+สุขสวัสดิ์	TRUE
1	DS-C0001-0041	Makro สาขามหาชัย	M160	สาขามหาชัย	direct_to_store	แม็คโคร มหาชัย	ถนนพระราม 2	ท่าฉลอม	เมือง	สมุทรสาคร	74000	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+มหาชัย	TRUE
1	DS-C0001-0042	Makro สาขาลาดกระบัง	M129	สาขาลาดกระบัง	direct_to_store	แม็คโคร ลาดกระบัง	ถนนลาดกระบัง	ลาดกระบัง	ลาดกระบัง	กรุงเทพมหานคร	10520	ภาคกลาง	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ลาดกระบัง	TRUE
1	DS-C0001-0043	Makro สาขาอมตะนคร 2	M162	สาขาอมตะนคร	direct_to_store	แม็คโคร อมตะนคร	ถนนบางนา-ตราด	คลองตำหรุ	เมือง	ชลบุรี	20000	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+อมตะนคร	TRUE
1	DS-C0001-0044	Makro สาขาชลบุรี	M005	สาขาชลบุรี	direct_to_store	แม็คโคร ชลบุรี	ถนนสุขุมวิท	บ้านสวน	เมือง	ชลบุรี	20000	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ชลบุรี	TRUE
1	DS-C0001-0045	Makro สาขาสิงห์บุรี	M114	สาขาสิงห์บุรี	direct_to_store	แม็คโคร สิงห์บุรี	ถนนสิงห์บุรี	บางมัญ	เมือง	สิงห์บุรี	16000	ภาคกลาง	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+สิงห์บุรี	TRUE
1	DS-C0001-0046	Makro สาขาเกาะพะงัน	M064	สาขาเกาะพะงัน	direct_to_store	แม็คโคร เกาะพะงัน	ถนนศรีธนู	บ้านใต้	เกาะพะงัน	สุราษฎร์ธานี	84280	ภาคใต้ (เกาะ)	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+เกาะพะงัน	TRUE
1	DS-C0001-0047	Makro สาขาสุราษฎร์ธานี	M013	สาขาสุราษฎร์ธานี	direct_to_store	แม็คโคร สุราษฎร์ธานี	ถนนบายพาส	มะขามเตี้ย	เมือง	สุราษฎร์ธานี	84000	ภาคใต้	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+สุราษฎร์ธานี	TRUE
1	DS-C0001-0048	Makro สาขาตรัง	M029	สาขาตรัง	direct_to_store	แม็คโคร ตรัง	ถนนเพชรเกษม	ทับเที่ยง	เมือง	ตรัง	92000	ภาคใต้	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ตรัง	TRUE
1	DS-C0001-0049	Makro สาขาศรีสะเกษ	M033	สาขาศรีสะเกษ	direct_to_store	แม็คโคร ศรีสะเกษ	ถนนศรีสะเกษ	เมืองใต้	เมือง	ศรีสะเกษ	33000	ภาคอีสาน	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ศรีสะเกษ	TRUE
1	DS-C0001-0050	Makro สาขาภูเก็ต	M027	สาขาภูเก็ต	direct_to_store	แม็คโคร ภูเก็ต	ถนนเจ้าฟ้าตะวันตก	วิชิต	เมือง	ภูเก็ต	83000	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+ภูเก็ต	TRUE
1	DS-C0001-0051	Makro สาขาพัทลุง	M069	สาขาพัทลุง	direct_to_store	แม็คโคร พัทลุง	ถนนเอเชีย	คูหาสวรรค์	เมือง	พัทลุง	93000	ภาคใต้	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+พัทลุง	TRUE
1	DS-C0001-0052	Makro สาขาบ้านบึง(ชลบุรี)	M168	สาขาบ้านบึง(ชลบุรี)	direct_to_store	แม็คโคร บ้านบึง	ถนนบ้านบึง	บ้านบึง	บ้านบึง	ชลบุรี	20170	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+บ้านบึง	TRUE
1	DS-C0001-0053	Makro สาขาอำนาจเจริญ	M170	สาขาอำนาจเจริญ	direct_to_store	แม็คโคร อำนาจเจริญ	ถนนอำนาจเจริญ	บุ่ง	เมือง	อำนาจเจริญ	37000	ภาคอีสาน	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+อำนาจเจริญ	TRUE
1	DS-C0001-0054	Makro สาขาจอหอ(นครราชสีมา)	M171	สาขาจอหอ(นครราชสีมา)	direct_to_store	แม็คโคร จอหอ	ถนนมิตรภาพ	จอหอ	เมือง	นครราชสีมา	30310	ภาคอีสาน	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+จอหอ	TRUE
1	DS-C0001-0055	Makro สาขาลพบุรี	M047	สาขาลพบุรี	direct_to_store	แม็คโคร ลพบุรี	ถนนพหลโยธิน	ทะเลชุบศร	เมือง	ลพบุรี	15000	ภาคกลาง	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+ลพบุรี	TRUE
1	DS-C0001-0056	Makro สาขาวารินชำราบ	M106	วารินชำราบ	direct_to_store	แม็คโคร วารินชำราบ	ถนนวาริน	วาริน	วารินชำราบ	อุบลราชธานี	34190	ภาคอีสาน	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+วารินชำราบ	TRUE
1	DS-C0001-0057	Makro สาขาอุบลราชธานี	M014	สาขาอุบลราชธานี	direct_to_store	แม็คโคร อุบลราชธานี	ถนนชยางกูร	ในเมือง	เมือง	อุบลราชธานี	34000	ภาคอีสาน	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Makro+อุบลราชธานี	TRUE
1	DS-C0001-0058	Lotus ศูนย์กระจายสินค้า ลำลูกกา	โลตัส	ศูนย์กระจายสินค้า ลำลูกกา	to_distribution_center	โลตัส ศูนย์กระจายสินค้า ลำลูกกา	ถนนลำลูกกา	คูคต	ลำลูกกา	ปทุมธานี	12130	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=Lotus+ศูนย์กระจายสินค้า+ลำลูกกา	TRUE
1	DS-C0001-0059	Makro สาขาถลาง	M075	สาขาถลาง	direct_to_store	แม็คโคร ถลาง	ถนนเทพกระษัตรี	ศรีสุนทร	ถลาง	ภูเก็ต	83110	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+ถลาง	TRUE
1	DS-C0001-0060	Makro สาขาภูเก็ต	M027	สาขาภูเก็ต	direct_to_store	แม็คโคร ภูเก็ต	ถนนเจ้าฟ้าตะวันตก	วิชิต	เมือง	ภูเก็ต	83000	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+ภูเก็ต	TRUE
1	DS-C0001-0061	Makro สาขาราไวย์	M062	สาขาราไวย์	direct_to_store	แม็คโคร ราไวย์	ถนนวิเศษ	ราไวย์	เมือง	ภูเก็ต	83130	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+ราไวย์	TRUE
1	DS-C0001-0062	Makro สาขาทุ่งสง	M085	สาขาทุ่งสง	direct_to_store	แม็คโคร ทุ่งสง	ถนนเอเชีย	ปากแพรก	ทุ่งสง	นครศรีธรรมราช	80110	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+ทุ่งสง	TRUE
1	DS-C0001-0063	Makro สาขาอ่าวนาง	M104	สาขาอ่าวนาง	direct_to_store	แม็คโคร อ่าวนาง	ถนนเพชรเกษม	อ่าวนาง	เมือง	กระบี่	81180	ภาคใต้	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Makro+อ่าวนาง	TRUE
2	DS-C0002-0001	BigC ศูนย์กระจายสินค้า ฉะเชิงเทรา	B001	ศูนย์กระจายสินค้า ฉะเชิงเทรา	to_distribution_center	99/7 ม.1 		ต.คลองแปรง	อ.เมืองฉะเชิงเทรา	จ.ฉะเชิงเทรา	24000	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=BigC+ศูนย์กระจายสินค้า+ฉะเชิงเทรา	TRUE
2	DS-C0002-0002	BigC สาขา พัทยากลาง	B002	สาขา พัทยากลาง	direct_to_store	บิ๊กซี พัทยากลาง	ถนนสุขุมวิท	หนองปรือ	บางละมุง	ชลบุรี	20150	ภาคตะวันออก	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=BigC+พัทยากลาง	TRUE
2	DS-C0002-0003	BigC สาขา พระราม4	B003	สาขา พระราม4	direct_to_store	บิ๊กซี พระราม 4	ถนนพระราม 4	พระโขนง	คลองเตย	กรุงเทพมหานคร	10110	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=BigC+พระราม+4	TRUE
2	DS-C0002-0004	BigC สาขา เอกมัย	B004	สาขา เอกมัย	direct_to_store	บิ๊กซี เอกมัย	ถนนสุขุมวิท	คลองตันเหนือ	วัฒนา	กรุงเทพมหานคร	10110	กรุงเทพและปริมณฑล	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=BigC+เอกมัย	TRUE
3	DS-C0002-0005	CJ ศูนย์กระจายสินค้า ขอนแก่น	C001	ซีเจ ศูนย์กระจายสินค้า ขอนแก่น	to_distribution_center	ซีเจ ศูนย์กระจายสินค้า ขอนแก่น	ถนนมิตรภาพ	ในเมือง	เมือง	ขอนแก่น	40000	ภาคอีสาน	4 ล้อ, 4 ล้อตู้, 6 ล้อ, ตู้ห้องเย็น	https://www.google.com/maps/search/?api=1&query=CJ+ศูนย์กระจายสินค้า+ขอนแก่น	TRUE
4	DS-C0004-0001	TF สาขาบุรีรัมย์	9405	สาขาบุรีรัมย์	direct_to_store	ไทยฟู้ด เฟรชมาร์ท สาขาบุรีรัมย์	-	ในเมือง	เมือง	บุรีรัมย์	31000	ภาคอีสาน	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Thai+Food+Freshmart+บุรีรัมย์	TRUE
4	DS-C0004-0002	TF สาขาละหานทรายบุรีรัมย์	9429	สาขาละหานทรายบุรีรัมย์	direct_to_store	ไทยฟู้ด เฟรชมาร์ท สาขาละหานทราย	-	ละหานทราย	ละหานทราย	บุรีรัมย์	31170	ภาคอีสาน	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Thai+Food+Freshmart+ละหานทราย	TRUE
4	DS-C0004-0003	TF สาขาหนองกี่ บุรีรัมย์	9425	สาขาหนองกี่ บุรีรัมย์	direct_to_store	ไทยฟู้ด เฟรชมาร์ท สาขาหนองกี่	-	หนองกี่	หนองกี่	บุรีรัมย์	31210	ภาคอีสาน	4 ล้อ, 4 ล้อตู้	https://www.google.com/maps/search/?api=1&query=Thai+Food+Freshmart+หนองกี่	TRUE
